start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,value
1 Ave & E 16 St,E 27 St & 1 Ave,40.732219894593825,-73.98165652908219,40.73944500000001,-73.976806,1087
1 Ave & E 16 St,E 33 St & 1 Ave,40.732219894593825,-73.98165652908219,40.74322681459857,-73.9744978400473,1045
1 Ave & E 62 St,1 Ave & E 68 St,40.76123571061968,-73.960923721083,40.76500524962011,-73.95818491013677,2535
1 Ave & E 62 St,1 Ave & E 78 St,40.76123571061968,-73.960923721083,40.771404259429225,-73.9535166008781,2430
1 Ave & E 62 St,E 74 St & 1 Ave,40.76123571061968,-73.960923721083,40.768973800263396,-73.95482273035559,1065
1 Ave & E 68 St,1 Ave & E 62 St,40.76500664434639,-73.9581770068976,40.76122739825132,-73.96094021903822,1475
1 Ave & E 68 St,1 Ave & E 78 St,40.76500664434639,-73.9581770068976,40.771404259429225,-73.9535166008781,2596
1 Ave & E 68 St,E 55 St & 2 Ave,40.76500664434639,-73.9581770068976,40.757973219302244,-73.96603307974628,1457
1 Ave & E 68 St,E 68 St & 3 Ave,40.76500664434639,-73.9581770068976,40.767128402332254,-73.962246179063,1725
1 Ave & E 68 St,E 88 St & 1 Ave,40.76500664434639,-73.9581770068976,40.778301,-73.94881339898151,1294
1 Ave & E 78 St,1 Ave & E 78 St,40.77140100260751,-73.95351083867982,40.771404259429225,-73.9535166008781,1171
1 Ave & E 78 St,E 77 St & 3 Ave,40.77140100260751,-73.95351083867982,40.773142359515006,-73.95856158056583,1025
10 Ave & W 14 St,10 Ave & W 14 St,40.74196795017789,-74.008315903293,40.74198161472014,-74.00831580894946,1106
11 Ave & W 41 St,8 Ave & W 33 St,40.76031457077908,-73.99882970797398,40.751551,-73.993934,1598
11 Ave & W 41 St,W 34 St & 11 Ave,40.76031457077908,-73.99882970797398,40.75594160019952,-74.00211629253694,2479
12 Ave & W 40 St,10 Ave & W 14 St,40.760878398596944,-74.00278190386578,40.74198161472014,-74.00831580894946,1299
12 Ave & W 40 St,12 Ave & W 40 St,40.760878398596944,-74.00278190386578,40.760875019522146,-74.00277668764564,1266
2 Ave & E 104 St,2 Ave & E 96 St,40.78919236715103,-73.94371918919325,40.78396360076462,-73.94716729942654,1261
2 Ave & E 72 St,1 Ave & E 78 St,40.768739208411,-73.95842111813874,40.771404259429225,-73.9535166008781,1578
2 Ave & E 72 St,E 55 St & 2 Ave,40.768739208411,-73.95842111813874,40.757973219302244,-73.96603307974628,1147
2 Ave & E 72 St,E 72 St & York Ave,40.768739208411,-73.95842111813874,40.76663813965241,-73.95348296009931,1340
3 Ave & E 62 St,1 Ave & E 68 St,40.763137939967926,-73.96531804034481,40.76500524962011,-73.95818491013677,1115
3 St & Prospect Park West,3 St & Prospect Park West,40.66813674010133,-73.97361563041734,40.668132,-73.97363830463722,1321
46 Ave & 5 St,45 Ave & 21 St,40.74730156928607,-73.95450552800762,40.747370756988474,-73.94777297977961,1088
46 Ave & 5 St,Vernon Blvd & 50 Ave,40.74730156928607,-73.95450552800762,40.74232743830254,-73.95411748810965,2648
5 Ave & E 103 St,5 Ave & E 103 St,40.79223827779527,-73.9525193731653,40.792255292052104,-73.9524993212573,1437
5 Ave & E 63 St,5 Ave & E 63 St,40.76638091750219,-73.97151513111922,40.766368,-73.971518,1063
5 Ave & E 72 St,5 Ave & E 72 St,40.77281960212993,-73.96686229143529,40.77282816412107,-73.96685276829966,2317
5 Ave & E 78 St,5 Ave & E 78 St,40.77635175064547,-73.96427160755233,40.776321403042175,-73.96427393273049,1758
5 Ave & E 87 St,5 Ave & E 87 St,40.7823442377893,-73.95986593716266,40.78232262533018,-73.95987510190973,1394
5 Ave & E 87 St,Central Park North & Adam Clayton Powell Blvd,40.7823442377893,-73.95986593716266,40.799484,-73.955613,1161
5 Ave & E 93 St,5 Ave & E 93 St,40.78578815311429,-73.95748622662663,40.78578509608942,-73.957481,1008
6 Ave & W 33 St,E 33 St & 1 Ave,40.748992012807484,-73.98849219365697,40.74322681459857,-73.9744978400473,1620
6 Ave & W 33 St,E 40 St & Park Ave,40.748992012807484,-73.98849219365697,40.750756,-73.978326,1106
6 Ave & W 34 St,6 Ave & W 34 St,40.749630139991226,-73.98805043203161,40.74964,-73.98805,1052
7 Ave & Central Park South,Central Park North & Adam Clayton Powell Blvd,40.766728242523406,-73.97909443883442,40.799484,-73.955613,1175
8 Ave & W 16 St,W 21 St & 6 Ave,40.74096865591634,-74.00171135580848,40.74173969130852,-73.99415556185724,1091
8 Ave & W 33 St,W 37 St & 10 Ave,40.75158732196738,-73.99389303600293,40.75660359152238,-73.9979009003713,1094
8 Ave & W 38 St,8 Ave & W 38 St,40.75458889878602,-73.99176365031255,40.75461,-73.99177,1021
9 Ave & W 22 St,W 21 St & 6 Ave,40.74549890434546,-74.00197202332599,40.74173969130852,-73.99415556185724,2117
9 Ave & W 22 St,W 22 St & 8 Ave,40.74549890434546,-74.00197202332599,40.74475147756139,-73.99915362193057,1250
Adelphi St & Myrtle Ave,Willoughby St & Fleet St,40.693067564046196,-73.9717968756686,40.69196566100712,-73.98130180059242,1174
Allen St & Rivington St,Allen St & Rivington St,40.720200021213394,-73.98997629136295,40.720195761983426,-73.98997824793392,1097
Amsterdam Ave & W 73 St,Amsterdam Ave & W 79 St,40.77965331070258,-73.98091985403985,40.782939099494655,-73.97865170151604,1945
Amsterdam Ave & W 79 St,Columbus Ave & W 72 St,40.782922739036906,-73.97863490873395,40.77705750264476,-73.97898475132237,1026
Ave A & E 14 St,E 11 St & Avenue B,40.730295015239484,-73.98048178454502,40.727464206498674,-73.97950418255881,1262
Berry St & N 8 St,Franklin St & Dupont St,40.71900702552422,-73.95853422327451,40.73564,-73.95866,1006
Broadway & W 41 St,6 Ave & W 34 St,40.75514236079343,-73.98660221908678,40.74964,-73.98805,1821
Broadway & W 58 St,Broadway & W 58 St,40.76693332856349,-73.98171635356071,40.766953168175384,-73.9816933264581,1522
Brooklyn Bridge Park - Pier 2,Brooklyn Bridge Park - Pier 2,40.698467865011374,-73.99717519095982,40.698458,-73.997178,1284
Canal St & Rutgers St,Henry St & Grand St,40.714283400204664,-73.98989959762233,40.714211,-73.981095,1081
Center Blvd & 51 Ave,Center Blvd & 51 Ave,40.7433605814895,-73.95960351727557,40.74336607898324,-73.95960688773923,1224
Center Blvd & 51 Ave,Vernon Blvd & 50 Ave,40.7433605814895,-73.95960351727557,40.74232743830254,-73.95411748810965,2231
Central Park North & Adam Clayton Powell Blvd,Central Park North & Adam Clayton Powell Blvd,40.79948899790971,-73.95562193080073,40.799484,-73.955613,2862
Central Park S & 6 Ave,5 Ave & E 72 St,40.76591379535276,-73.97634906049427,40.77282816412107,-73.96685276829966,1103
Central Park S & 6 Ave,5 Ave & E 87 St,40.76591379535276,-73.97634906049427,40.78232262533018,-73.95987510190973,1200
Central Park S & 6 Ave,Central Park North & Adam Clayton Powell Blvd,40.76591379535276,-73.97634906049427,40.799484,-73.955613,1904
Central Park S & 6 Ave,Central Park S & 6 Ave,40.76591379535276,-73.97634906049427,40.76590934480404,-73.9763415306834,3525
Central Park W & W 91 St,Central Park W & W 91 St,40.788658572159804,-73.96678689864422,40.78866499148473,-73.96680058062783,1102
Central Park West & W 72 St,Central Park West & W 72 St,40.775793420660094,-73.97619301170579,40.77579377637144,-73.97620574717817,1882
Central Park West & W 76 St,Central Park West & W 76 St,40.7789574423817,-73.97374786915408,40.77896784496452,-73.97374735851955,1006
Central Park West & W 85 St,Central Park West & W 85 St,40.7847749728394,-73.96984962889861,40.78476,-73.969862,1071
Cleveland Pl & Spring St,Cleveland Pl & Spring St,40.72209862099518,-73.99725342299273,40.722103789311134,-73.99724900713612,1267
Clinton St & Grand St,Henry St & Grand St,40.71560133693305,-73.98702999671677,40.714211,-73.981095,1376
Columbus Ave & W 72 St,Columbus Ave & W 72 St,40.77705984708905,-73.97898623192185,40.77705750264476,-73.97898475132237,1233
Columbus Ave & W 72 St,W 63 St & Broadway,40.77705984708905,-73.97898623192185,40.77163851399209,-73.98261427771881,1272
Driggs Ave & Lorimer St,Driggs Ave & N 9 St,40.72179054172541,-73.9504126977389,40.71816969606504,-73.95520135582012,1010
Driggs Ave & N 9 St,Nassau Ave & Russell St,40.71817935079692,-73.95519274153057,40.72557,-73.94434,1019
Driggs Ave & N Henry St,Driggs Ave & N 9 St,40.72325200954113,-73.94307287968103,40.71816969606504,-73.95520135582012,1003
E 10 St & Avenue A,E 11 St & Avenue B,40.72740123779083,-73.98140189254401,40.727464206498674,-73.97950418255881,1131
E 102 St & 1 Ave,2 Ave & E 96 St,40.78698384276594,-73.94163919494582,40.78396360076462,-73.94716729942654,1720
E 2 St & Avenue C,E 1 St & 1 Ave,40.72087565008348,-73.98086134803935,40.7233559797424,-73.98864984614437,1615
E 27 St & 1 Ave,E 25 St & 2 Ave,40.739449109444934,-73.97681812863473,40.73912600998224,-73.97973776042625,1172
E 27 St & 1 Ave,W 31 St & 7 Ave,40.739449109444934,-73.97681812863473,40.749156,-73.9916,1029
E 27 St & Park Ave S,E 40 St & Park Ave,40.74276861021838,-73.98472980061955,40.750756,-73.978326,1546
E 30 St & Park Ave S,E 40 St & Park Ave,40.74445977313999,-73.98301167801735,40.750756,-73.978326,1247
E 31 St & 3 Ave,W 31 St & 7 Ave,40.74394923661478,-73.97967850288961,40.749156,-73.9916,1273
E 32 St & Park Ave,E 33 St & 1 Ave,40.74569660336201,-73.98195047034454,40.74322681459857,-73.9744978400473,1259
E 33 St & 1 Ave,2 Ave & E 31 St,40.74324436119898,-73.97452922687368,40.742909019891016,-73.97706058228862,1146
E 33 St & 1 Ave,6 Ave & W 34 St,40.74324436119898,-73.97452922687368,40.74964,-73.98805,1477
E 33 St & 1 Ave,E 40 St & Park Ave,40.74324436119898,-73.97452922687368,40.750756,-73.978326,1557
E 33 St & 1 Ave,W 31 St & 7 Ave,40.74324436119898,-73.97452922687368,40.749156,-73.9916,1238
E 40 St & Park Ave,E 33 St & 1 Ave,40.75075133852123,-73.97832133958428,40.74322681459857,-73.9744978400473,1254
E 68 St & 3 Ave,1 Ave & E 68 St,40.76710378218011,-73.96222403765312,40.76500524962011,-73.95818491013677,1293
E 72 St & York Ave,2 Ave & E 72 St,40.76665261054429,-73.95348150965594,40.76876202923988,-73.95840793862672,1197
E 77 St & 3 Ave,1 Ave & E 78 St,40.77314897611818,-73.95861283107291,40.771404259429225,-73.9535166008781,1765
E 85 St & 3 Ave,1 Ave & E 78 St,40.77801029679957,-73.95408700701012,40.771404259429225,-73.9535166008781,1214
Flatbush Ave & Ocean Ave,Flatbush Ave & Ocean Ave,40.66364825865433,-73.96300780600667,40.663657,-73.963014,1207
Franklin St & Dupont St,Vernon Blvd & 50 Ave,40.735653471750716,-73.95866068248498,40.74232743830254,-73.95411748810965,2468
Frederick Douglass Blvd & W 112 St,Frederick Douglass Blvd & W 117 St,40.801684078739314,-73.95715359928029,40.805159,-73.954692,1018
Frederick Douglass Blvd & W 117 St,Frederick Douglass Blvd & W 117 St,40.805168966787846,-73.954694768558,40.805159,-73.954692,1130
Grand Army Plaza & Central Park S,5 Ave & E 87 St,40.76438845698134,-73.97373099743164,40.78232262533018,-73.95987510190973,1095
Grand Army Plaza & Central Park S,Central Park North & Adam Clayton Powell Blvd,40.76438845698134,-73.97373099743164,40.799484,-73.955613,1207
Grand Army Plaza & Central Park S,Grand Army Plaza & Central Park S,40.76438845698134,-73.97373099743164,40.76439709625028,-73.97371466312401,3714
Grand St & Elizabeth St,Grand St & Elizabeth St,40.71883585175273,-73.99597869277956,40.718822,-73.99596,1022
Henry St & Grand St,Canal St & Rutgers St,40.714219720464264,-73.98110372880069,40.714274870484225,-73.98990024906881,1406
Henry St & Grand St,Norfolk St & Broome St,40.714219720464264,-73.98110372880069,40.717227397739904,-73.98802084090404,1291
India St & Manhattan Ave,Franklin St & Dupont St,40.73232177980994,-73.95506444999316,40.73564,-73.95866,1634
Kent Ave & N 7 St,Franklin St & Dupont St,40.720383969077965,-73.96163710019987,40.73564,-73.95866,1975
Kingsland Ave & Nassau Ave,Leonard St & Nassau Ave,40.725756564777186,-73.94172684750625,40.72395678567635,-73.94984364621986,1260
Lenox Ave & W 117 St,Frederick Douglass Blvd & W 117 St,40.802545107844765,-73.94908874844985,40.805159,-73.954692,1010
McGuinness Blvd & Eagle St,Vernon Blvd & 50 Ave,40.735565684316626,-73.95284181952488,40.74232743830254,-73.95411748810965,2997
Milton St & Franklin St,Kent Ave & N 7 St,40.72906052417835,-73.95779166340925,40.72036775548374,-73.96165073191942,1611
Motorgate,Motorgate,40.76392222575164,-73.94773111322752,40.76390890235946,-73.94772129292161,1005
Motorgate,Roosevelt Island Tramway,40.76392222575164,-73.94773111322752,40.757284,-73.9536,2411
Murray St & Greenwich St,West Thames St,40.71484907761761,-74.01120073295192,40.70834698029063,-74.0171344434609,1009
N 6 St & Bedford Ave,Broadway & Berry St,40.7174459687755,-73.95851333426808,40.71043253333717,-73.96525886054724,1457
N 6 St & Bedford Ave,Franklin St & Dupont St,40.7174459687755,-73.95851333426808,40.73564,-73.95866,1023
N 6 St & Bedford Ave,S 4 St & Wythe Ave,40.7174459687755,-73.95851333426808,40.7128588710586,-73.96590294048859,1616
Norfolk St & Broome St,Henry St & Grand St,40.71722867118086,-73.98801829849634,40.714211,-73.981095,1697
Park Cir & East Dr,Park Cir & East Dr,40.65156803331852,-73.97220634073831,40.651566,-73.972212,1079
Richardson St & N Henry St,Graham Ave & Conselyea St,40.719086797352915,-73.94223603058731,40.715143,-73.944507,1903
Riverside Dr & W 72 St,Riverside Dr & W 72 St,40.780609978266945,-73.98561613556681,40.7805779902439,-73.98562430890406,1429
Roosevelt Island Tramway,Motorgate,40.75728115016996,-73.95359660264225,40.76390890235946,-73.94772129292161,1276
Roosevelt Island Tramway,Roosevelt Island Tramway,40.75728115016996,-73.95359660264225,40.757284,-73.9536,4637
Roosevelt Island Tramway,Southpoint Park,40.75728115016996,-73.95359660264225,40.7537022370798,-73.95865201818799,1706
S 4 St & Wythe Ave,N 6 St & Bedford Ave,40.71287381142053,-73.9659157655244,40.717451692026145,-73.95850938745097,1037
S 5 Pl & S 5 St,Allen St & Rivington St,40.7104487283391,-73.96087297516321,40.720195761983426,-73.98997824793392,1030
S 5 Pl & S 5 St,S 5 Pl & S 5 St,40.7104487283391,-73.96087297516321,40.710451,-73.960876,1182
Shore Blvd & Astoria Park,Shore Blvd & Astoria Park,40.77977645180468,-73.9231562749436,40.77977,-73.923162,1672
Soissons Landing,Picnic Point,40.692319276765964,-74.01486488566653,40.685125637883445,-74.02535317288309,1383
Soissons Landing,Soissons Landing,40.692319276765964,-74.01486488566653,40.692316633251465,-74.0148657722199,2521
Soissons Landing,Yankee Ferry Terminal,40.692319276765964,-74.01486488566653,40.68706582108832,-74.0167558677253,1814
Southpoint Park,Roosevelt Island Tramway,40.75369958173605,-73.95865840332529,40.757284,-73.9536,1755
Southpoint Park,Southpoint Park,40.75369958173605,-73.95865840332529,40.7537022370798,-73.95865201818799,1151
St Nicholas Ave & Manhattan Ave,Frederick Douglass Blvd & W 115 St,40.80972924597668,-73.95314721736146,40.8038653984746,-73.95593080076272,1252
St Nicholas Ave & Manhattan Ave,Frederick Douglass Blvd & W 117 St,40.80972924597668,-73.95314721736146,40.805159,-73.954692,1563
University Pl & E 14 St,University Pl & E 14 St,40.73480546719062,-73.99209064362422,40.734814,-73.992085,1150
University Pl & E 8 St,University Pl & E 14 St,40.73142796435395,-73.99491166176882,40.734814,-73.992085,1013
Vernon Blvd & 50 Ave,46 Ave & 5 St,40.742340274542286,-73.95411380377982,40.74731,-73.95451,1223
Vernon Blvd & 50 Ave,Center Blvd & 51 Ave,40.742340274542286,-73.95411380377982,40.74336607898324,-73.95960688773923,1368
Vernon Blvd & 50 Ave,Franklin St & Dupont St,40.742340274542286,-73.95411380377982,40.73564,-73.95866,2229
Vernon Blvd & 50 Ave,McGuinness Blvd & Eagle St,40.742340274542286,-73.95411380377982,40.73555,-73.95284,1027
Vesey Pl & River Terrace,North Moore St & Greenwich St,40.715333043320534,-74.01657284615851,40.72019521322783,-74.0103006382372,1396
Vesey St & Church St,North Moore St & Greenwich St,40.7122229920525,-74.01048155346963,40.72019521322783,-74.0103006382372,2247
W 100 St & Broadway,W 100 St & Broadway,40.79737045975716,-73.97039998004315,40.79737209962949,-73.97041192029641,1072
W 100 St & Manhattan Ave,W 100 St & Manhattan Ave,40.79498859499854,-73.96449871087553,40.795,-73.9645,1120
W 11 St & 6 Ave,W 21 St & 6 Ave,40.73531241229908,-73.99797561969456,40.74173969130852,-73.99415556185724,1075
W 15 St & 6 Ave,W 21 St & 6 Ave,40.73806098726367,-73.9964455411473,40.74173969130852,-73.99415556185724,1643
W 15 St & 7 Ave,W 21 St & 6 Ave,40.73935593537503,-73.99933391152558,40.74173969130852,-73.99415556185724,1099
W 16 St & The High Line,8 Ave & W 16 St,40.743349977600886,-74.00683033205341,40.740983,-74.001702,1016
W 20 St & 10 Ave,W 20 St & 7 Ave,40.74567948814237,-74.0051302860115,40.74238787034272,-73.99726234907729,1271
W 20 St & 10 Ave,W 21 St & 6 Ave,40.74567948814237,-74.0051302860115,40.74173969130852,-73.99415556185724,1920
W 20 St & 8 Ave,W 21 St & 6 Ave,40.743467846474466,-74.00005616342396,40.74173969130852,-73.99415556185724,1019
W 21 St & 6 Ave,9 Ave & W 22 St,40.74173935722336,-73.99414683859057,40.74549729852144,-74.00197138807786,2026
W 21 St & 6 Ave,W 20 St & 10 Ave,40.74173935722336,-73.99414683859057,40.745686,-74.005141,1130
W 21 St & 6 Ave,W 21 St & 6 Ave,40.74173935722336,-73.99414683859057,40.74173969130852,-73.99415556185724,1207
W 21 St & 6 Ave,W 22 St & 8 Ave,40.74173935722336,-73.99414683859057,40.74475147756139,-73.99915362193057,1615
W 22 St & 10 Ave,W 21 St & 6 Ave,40.74690870574779,-74.0044870386282,40.74173969130852,-73.99415556185724,2150
W 22 St & 10 Ave,W 22 St & 8 Ave,40.74690870574779,-74.0044870386282,40.74475147756139,-73.99915362193057,2269
W 22 St & 8 Ave,W 21 St & 6 Ave,40.744754468174776,-73.9991634909448,40.74173969130852,-73.99415556185724,1079
W 26 St & 8 Ave,11 Ave & W 27 St,40.747354339382575,-73.99724767878855,40.751396,-74.005226,1559
W 30 St & 10 Ave,W 30 St & 10 Ave,40.75269932773452,-74.00238495727638,40.752694,-74.002353,1010
W 34 St & 11 Ave,W 34 St & 11 Ave,40.755959722240405,-74.0021327391199,40.75594160019952,-74.00211629253694,1181
W 42 St & 8 Ave,11 Ave & W 41 St,40.75760057919941,-73.99095901288378,40.76030096012154,-73.99884221933156,1396
W 44 St & 11 Ave,W 34 St & 11 Ave,40.76198265289157,-73.99695120417576,40.75594160019952,-74.00211629253694,1088
W 54 St & 11 Ave,W 34 St & 11 Ave,40.76832173039723,-73.99256252324938,40.75594160019952,-74.00211629253694,1140
W 70 St & Amsterdam Ave,Riverside Blvd & W 67 St,40.77747150329101,-73.98288412000811,40.77750702724819,-73.98888588082774,1010
W 84 St & Columbus Ave,Columbus Ave & W 72 St,40.78500988288948,-73.97284599970625,40.77705750264476,-73.97898475132237,1881
W 89 St & Columbus Ave,Columbus Ave & W 72 St,40.788230934330485,-73.97042923896072,40.77705750264476,-73.97898475132237,1335
Wards Meadow Comfort Station,2 Ave & E 96 St,40.78294975275614,-73.93075822619467,40.78396360076462,-73.94716729942654,1158
Wards Meadow Comfort Station,Wards Meadow Comfort Station,40.78294975275614,-73.93075822619467,40.78294,-73.93077,1675
Washington Square E,University Pl & E 14 St,40.73048283424301,-73.99573855972908,40.734814,-73.992085,1164
Washington St & Gansevoort St,Washington St & Gansevoort St,40.73929748929174,-74.00810620623724,40.739323,-74.008119,1000
West Drive & Prospect Park West,West Drive & Prospect Park West,40.661079278306275,-73.97942426445182,40.66106336833321,-73.97945255472382,1195
West St & Chambers St,10 Ave & W 14 St,40.71756466368083,-74.01321068590538,40.74198161472014,-74.00831580894946,1211
West St & Chambers St,W 34 St & 11 Ave,40.71756466368083,-74.01321068590538,40.75594160019952,-74.00211629253694,1015
West Thames St,West Thames St,40.70835838211004,-74.017134206167,40.70834698029063,-74.0171344434609,1333
Yankee Ferry Terminal,Picnic Point,40.687066701573194,-74.0167532163753,40.685125637883445,-74.02535317288309,1343
Yankee Ferry Terminal,Soissons Landing,40.687066701573194,-74.0167532163753,40.692316633251465,-74.0148657722199,1271
Yankee Ferry Terminal,Yankee Ferry Terminal,40.687066701573194,-74.0167532163753,40.68706582108832,-74.0167558677253,2134